date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:00:53	55014/55014	---M-Z	200	added ('OK')	text/html	date:Fri,%2006%20Jun%202025%2009:30:55%20GMT	https://www.efiletax.in/gst-closure	C:/Users/devan/OneDrive/Desktop/mywebsite/www.efiletax.in/www.efiletax.in/gst-closure.html	(from https://www.efiletax.in/)
15:00:53	50405/50405	---M-Z	200	added ('OK')	text/html	date:Fri,%2006%20Jun%202025%2009:30:55%20GMT	https://www.efiletax.in/gst-amendment	C:/Users/devan/OneDrive/Desktop/mywebsite/www.efiletax.in/www.efiletax.in/gst-amendment.html	(from https://www.efiletax.in/)
15:00:53	57351/57351	---M-Z	200	added ('OK')	text/html	date:Fri,%2006%20Jun%202025%2009:30:55%20GMT	https://www.efiletax.in/itr-filing	C:/Users/devan/OneDrive/Desktop/mywebsite/www.efiletax.in/www.efiletax.in/itr-filing.html	(from https://www.efiletax.in/)
15:00:54	70404/70404	---M-Z	200	added ('OK')	text/html	date:Fri,%2006%20Jun%202025%2009:30:55%20GMT	https://www.efiletax.in/itr-filing-salaried	C:/Users/devan/OneDrive/Desktop/mywebsite/www.efiletax.in/www.efiletax.in/itr-filing-salaried.html	(from https://www.efiletax.in/)
15:00:54	66624/66624	---M-Z	200	added ('OK')	text/html	date:Fri,%2006%20Jun%202025%2009:30:56%20GMT	https://www.efiletax.in/itr-filing-business	C:/Users/devan/OneDrive/Desktop/mywebsite/www.efiletax.in/www.efiletax.in/itr-filing-business.html	(from https://www.efiletax.in/)
15:00:54	69542/69542	---M-Z	200	added ('OK')	text/html	date:Fri,%2006%20Jun%202025%2009:30:56%20GMT	https://www.efiletax.in/itr-filing-self-employee	C:/Users/devan/OneDrive/Desktop/mywebsite/www.efiletax.in/www.efiletax.in/itr-filing-self-employee.html	(from https://www.efiletax.in/)
15:00:54	64288/64288	---M-Z	200	added ('OK')	text/html	date:Fri,%2006%20Jun%202025%2009:30:56%20GMT	https://www.efiletax.in/itr-filing-capital-gain	C:/Users/devan/OneDrive/Desktop/mywebsite/www.efiletax.in/www.efiletax.in/itr-filing-capital-gain.html	(from https://www.efiletax.in/)
15:00:55	65500/65500	---M-Z	200	added ('OK')	text/html	date:Fri,%2006%20Jun%202025%2009:30:56%20GMT	https://www.efiletax.in/nri-tax-returns-filing	C:/Users/devan/OneDrive/Desktop/mywebsite/www.efiletax.in/www.efiletax.in/nri-tax-returns-filing.html	(from https://www.efiletax.in/)
15:00:55	63190/63190	---M-Z	200	added ('OK')	text/html	date:Fri,%2006%20Jun%202025%2009:30:57%20GMT	https://www.efiletax.in/sale-of-property	C:/Users/devan/OneDrive/Desktop/mywebsite/www.efiletax.in/www.efiletax.in/sale-of-property.html	(from https://www.efiletax.in/)
15:00:55	70859/70859	---M-Z	200	added ('OK')	text/html	date:Fri,%2006%20Jun%202025%2009:30:57%20GMT	https://www.efiletax.in/tax-planning	C:/Users/devan/OneDrive/Desktop/mywebsite/www.efiletax.in/www.efiletax.in/tax-planning.html	(from https://www.efiletax.in/)
15:00:55	66917/66917	---M-Z	200	added ('OK')	text/html	date:Fri,%2006%20Jun%202025%2009:30:57%20GMT	https://www.efiletax.in/income-tax-notices	C:/Users/devan/OneDrive/Desktop/mywebsite/www.efiletax.in/www.efiletax.in/income-tax-notices.html	(from https://www.efiletax.in/)
15:00:56	60964/60964	---M-Z	200	added ('OK')	text/html	date:Fri,%2006%20Jun%202025%2009:30:57%20GMT	https://www.efiletax.in/tax-appeal	C:/Users/devan/OneDrive/Desktop/mywebsite/www.efiletax.in/www.efiletax.in/tax-appeal.html	(from https://www.efiletax.in/)
15:00:56	56790/56790	---M-Z	200	added ('OK')	text/html	date:Fri,%2006%20Jun%202025%2009:30:58%20GMT	https://www.efiletax.in/roc-filing	C:/Users/devan/OneDrive/Desktop/mywebsite/www.efiletax.in/www.efiletax.in/roc-filing.html	(from https://www.efiletax.in/)
15:00:56	67051/67051	---M-Z	200	added ('OK')	text/html	date:Fri,%2006%20Jun%202025%2009:30:58%20GMT	https://www.efiletax.in/private-limited	C:/Users/devan/OneDrive/Desktop/mywebsite/www.efiletax.in/www.efiletax.in/private-limited.html	(from https://www.efiletax.in/)
15:00:56	62728/62728	---M-Z	200	added ('OK')	text/html	date:Fri,%2006%20Jun%202025%2009:30:58%20GMT	https://www.efiletax.in/llp-registration	C:/Users/devan/OneDrive/Desktop/mywebsite/www.efiletax.in/www.efiletax.in/llp-registration.html	(from https://www.efiletax.in/)
15:00:57	65435/65435	---M-Z	200	added ('OK')	text/html	date:Fri,%2006%20Jun%202025%2009:30:58%20GMT	https://www.efiletax.in/one-person-company	C:/Users/devan/OneDrive/Desktop/mywebsite/www.efiletax.in/www.efiletax.in/one-person-company.html	(from https://www.efiletax.in/)
15:00:57	65020/65020	---M-Z	200	added ('OK')	text/html	date:Fri,%2006%20Jun%202025%2009:30:59%20GMT	https://www.efiletax.in/section-8-company	C:/Users/devan/OneDrive/Desktop/mywebsite/www.efiletax.in/www.efiletax.in/section-8-company.html	(from https://www.efiletax.in/)
15:00:57	63561/63561	---M-Z	200	added ('OK')	text/html	date:Fri,%2006%20Jun%202025%2009:30:59%20GMT	https://www.efiletax.in/nidhi-company	C:/Users/devan/OneDrive/Desktop/mywebsite/www.efiletax.in/www.efiletax.in/nidhi-company.html	(from https://www.efiletax.in/)
15:00:57	61452/61452	---M-Z	200	added ('OK')	text/html	date:Fri,%2006%20Jun%202025%2009:30:59%20GMT	https://www.efiletax.in/company-name-changes	C:/Users/devan/OneDrive/Desktop/mywebsite/www.efiletax.in/www.efiletax.in/company-name-changes.html	(from https://www.efiletax.in/)
15:00:58	58585/58585	---M-Z	200	added ('OK')	text/html	date:Fri,%2006%20Jun%202025%2009:30:59%20GMT	https://www.efiletax.in/appointment-of-directors	C:/Users/devan/OneDrive/Desktop/mywebsite/www.efiletax.in/www.efiletax.in/appointment-of-directors.html	(from https://www.efiletax.in/)
15:00:58	58436/58436	---M-Z	200	added ('OK')	text/html	date:Fri,%2006%20Jun%202025%2009:31:00%20GMT	https://www.efiletax.in/removal-of-directors	C:/Users/devan/OneDrive/Desktop/mywebsite/www.efiletax.in/www.efiletax.in/removal-of-directors.html	(from https://www.efiletax.in/)
15:00:58	58121/58121	---M-Z	200	added ('OK')	text/html	date:Fri,%2006%20Jun%202025%2009:31:00%20GMT	https://www.efiletax.in/alteration-of-share-capital	C:/Users/devan/OneDrive/Desktop/mywebsite/www.efiletax.in/www.efiletax.in/alteration-of-share-capital.html	(from https://www.efiletax.in/)
15:00:58	60684/60684	---M-Z	200	added ('OK')	text/html	date:Fri,%2006%20Jun%202025%2009:31:00%20GMT	https://www.efiletax.in/winding-up-a-private-limited-company	C:/Users/devan/OneDrive/Desktop/mywebsite/www.efiletax.in/www.efiletax.in/winding-up-a-private-limited-company.html	(from https://www.efiletax.in/)
15:00:59	61381/61381	---M-Z	200	added ('OK')	text/html	date:Fri,%2006%20Jun%202025%2009:31:00%20GMT	https://www.efiletax.in/strike-off-company	C:/Users/devan/OneDrive/Desktop/mywebsite/www.efiletax.in/www.efiletax.in/strike-off-company.html	(from https://www.efiletax.in/)
15:00:59	59737/59737	---M-Z	200	added ('OK')	text/html	date:Fri,%2006%20Jun%202025%2009:31:01%20GMT	https://www.efiletax.in/changing-company-objective	C:/Users/devan/OneDrive/Desktop/mywebsite/www.efiletax.in/www.efiletax.in/changing-company-objective.html	(from https://www.efiletax.in/)
15:00:59	60115/60115	---M-Z	200	added ('OK')	text/html	date:Fri,%2006%20Jun%202025%2009:31:01%20GMT	https://www.efiletax.in/change-registered-office-address	C:/Users/devan/OneDrive/Desktop/mywebsite/www.efiletax.in/www.efiletax.in/change-registered-office-address.html	(from https://www.efiletax.in/)
15:01:00	53247/53247	---M-Z	200	added ('OK')	text/html	date:Fri,%2006%20Jun%202025%2009:31:01%20GMT	https://www.efiletax.in/contact-us	C:/Users/devan/OneDrive/Desktop/mywebsite/www.efiletax.in/www.efiletax.in/contact-us.html	(from https://www.efiletax.in/)
15:01:00	72312/72312	---M-Z	200	added ('OK')	text/html	date:Fri,%2006%20Jun%202025%2009:31:01%20GMT	https://www.efiletax.in/about-us	C:/Users/devan/OneDrive/Desktop/mywebsite/www.efiletax.in/www.efiletax.in/about-us.html	(from https://www.efiletax.in/)
15:01:00	25410/25410	---M--	200	added ('OK')	image/png	etag:%226342-643a4beb-6990180acfad09ae;;;%22	https://www.efiletax.in//images/about-us.png	C:/Users/devan/OneDrive/Desktop/mywebsite/www.efiletax.in/www.efiletax.in/images/about-us.png	(from https://www.efiletax.in/)
15:01:00	7669/7669	---M--	200	added ('OK')	image/png	etag:%221df5-643a4beb-3fdeddc0fc865bb4;;;%22	https://www.efiletax.in//images/payment-info.png	C:/Users/devan/OneDrive/Desktop/mywebsite/www.efiletax.in/www.efiletax.in/images/payment-info.png	(from https://www.efiletax.in/)
15:01:00	24775/24775	---M--	200	added ('OK')	image/png	etag:%2260c7-643996f4-31efbba1281e201b;;;%22	https://www.efiletax.in//images/illustration-2.png	C:/Users/devan/OneDrive/Desktop/mywebsite/www.efiletax.in/www.efiletax.in/images/illustration-2.png	(from https://www.efiletax.in/)
15:01:01	37495/37495	---M--	200	added ('OK')	image/png	etag:%229277-643996f4-383e62d156dc2ac3;;;%22	https://www.efiletax.in//images/illustration-1.png	C:/Users/devan/OneDrive/Desktop/mywebsite/www.efiletax.in/www.efiletax.in/images/illustration-1.png	(from https://www.efiletax.in/)
15:01:01	2834/2834	---M-Z	200	added ('OK')	image/svg+xml	etag:%22b12-67124e33-622e8a5ba42cd9;gz%22	https://www.efiletax.in/images/whatsapp-icon.svg	C:/Users/devan/OneDrive/Desktop/mywebsite/www.efiletax.in/www.efiletax.in/images/whatsapp-icon.svg	(from https://www.efiletax.in/)
15:01:01	15225/15225	---M-Z	200	added ('OK')	image/svg+xml	etag:%223b79-643996f4-248e8e9e84d86227;gz%22	https://www.efiletax.in/images/logo-white.svg	C:/Users/devan/OneDrive/Desktop/mywebsite/www.efiletax.in/www.efiletax.in/images/logo-white.svg	(from https://www.efiletax.in/)
15:01:01	795/795	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2006%20Jun%202025%2009:31:03%20GMT	https://www.efiletax.in/blog	C:/Users/devan/OneDrive/Desktop/mywebsite/www.efiletax.in/www.efiletax.in/blog	(from https://www.efiletax.in/)
15:01:02	61359/61359	---M-Z	200	added ('OK')	text/html	date:Fri,%2006%20Jun%202025%2009:31:03%20GMT	https://www.efiletax.in/privacy-policy	C:/Users/devan/OneDrive/Desktop/mywebsite/www.efiletax.in/www.efiletax.in/privacy-policy.html	(from https://www.efiletax.in/)
15:01:02	71301/71301	---M-Z	200	added ('OK')	text/html	date:Fri,%2006%20Jun%202025%2009:31:04%20GMT	https://www.efiletax.in/terms-and-condition	C:/Users/devan/OneDrive/Desktop/mywebsite/www.efiletax.in/www.efiletax.in/terms-and-condition.html	(from https://www.efiletax.in/)
15:01:02	74432/74432	---M-Z	200	added ('OK')	text/html	etag:%22160777-1749202264;gz%22	https://www.efiletax.in/blog/	C:/Users/devan/OneDrive/Desktop/mywebsite/www.efiletax.in/www.efiletax.in/blog/index.html	(from https://www.efiletax.in/)
15:01:02	89475/89475	---M-Z	200	added ('OK')	application/x-javascript	etag:%2215d83-643996f4-971101fde9f6cd07;gz%22	https://www.efiletax.in/plugins/jquery/jquery.min.js	C:/Users/devan/OneDrive/Desktop/mywebsite/www.efiletax.in/www.efiletax.in/plugins/jquery/jquery.min.js	(from https://www.efiletax.in/)
15:01:03	60089/60089	---M-Z	200	added ('OK')	application/x-javascript	etag:%22eab9-643996f4-ca43056a9d459c91;gz%22	https://www.efiletax.in/plugins/bootstrap/bootstrap.min.js	C:/Users/devan/OneDrive/Desktop/mywebsite/www.efiletax.in/www.efiletax.in/plugins/bootstrap/bootstrap.min.js	(from https://www.efiletax.in/)
15:01:03	44394/44394	---M-Z	200	added ('OK')	application/x-javascript	etag:%22ad6a-643996f4-c0f409f2c1008af6;gz%22	https://www.efiletax.in/plugins/slick/slick.min.js	C:/Users/devan/OneDrive/Desktop/mywebsite/www.efiletax.in/www.efiletax.in/plugins/slick/slick.min.js	(from https://www.efiletax.in/)
15:01:03	2903/2903	---M-Z	200	added ('OK')	application/x-javascript	etag:%22b57-643996f4-cfa5e7a7cb7c1ede;gz%22	https://www.efiletax.in/plugins/scrollmenu/scrollmenu.min.js	C:/Users/devan/OneDrive/Desktop/mywebsite/www.efiletax.in/www.efiletax.in/plugins/scrollmenu/scrollmenu.min.js	(from https://www.efiletax.in/)
15:01:03	2982/2982	---M-Z	200	added ('OK')	application/x-javascript	etag:%22ba6-6455fa34-c50d08a59a8cc092;gz%22	https://www.efiletax.in/js/script.js	C:/Users/devan/OneDrive/Desktop/mywebsite/www.efiletax.in/www.efiletax.in/js/script.js	(from https://www.efiletax.in/)
15:01:04	98068/98068	---M--	200	added ('OK')	image/png	etag:%2217f14-6453a8ff-2a060bccd782502f;;;%22	https://www.efiletax.in/images/hero-banner2a1.png	C:/Users/devan/OneDrive/Desktop/mywebsite/www.efiletax.in/www.efiletax.in/images/hero-banner2a1.png	(from https://www.efiletax.in/css/style.css)
15:01:04	78032/78032	---M-Z	200	added ('OK')	text/html	date:Fri,%2006%20Jun%202025%2009:31:05%20GMT	https://www.efiletax.in/gst-registration-chennai	C:/Users/devan/OneDrive/Desktop/mywebsite/www.efiletax.in/www.efiletax.in/gst-registration-chennai.html	(from https://www.efiletax.in/gst-filing)
15:01:04	78056/78056	---M-Z	200	added ('OK')	text/html	date:Fri,%2006%20Jun%202025%2009:31:06%20GMT	https://www.efiletax.in/gst-registration-bangalore	C:/Users/devan/OneDrive/Desktop/mywebsite/www.efiletax.in/www.efiletax.in/gst-registration-bangalore.html	(from https://www.efiletax.in/gst-filing)
15:01:05	77867/77867	---M-Z	200	added ('OK')	text/html	date:Fri,%2006%20Jun%202025%2009:31:06%20GMT	https://www.efiletax.in/gst-registration-hyderabad	C:/Users/devan/OneDrive/Desktop/mywebsite/www.efiletax.in/www.efiletax.in/gst-registration-hyderabad.html	(from https://www.efiletax.in/gst-filing)
15:01:05	5203/5203	---M--	200	added ('OK')	image/png	etag:%221453-65d35ad8-b4f4379630d5a672;;;%22	https://www.efiletax.in/images/google-reviews.png	C:/Users/devan/OneDrive/Desktop/mywebsite/www.efiletax.in/www.efiletax.in/images/google-reviews.png	(from https://www.efiletax.in/gst-registration)
15:01:07	69785/69785	---M-Z	200	added ('OK')	text/html	date:Fri,%2006%20Jun%202025%2009:31:08%20GMT	https://www.efiletax.in/income-tax-filing-chennai	C:/Users/devan/OneDrive/Desktop/mywebsite/www.efiletax.in/www.efiletax.in/income-tax-filing-chennai.html	(from https://www.efiletax.in/itr-filing)
15:01:07	70575/70575	---M-Z	200	added ('OK')	text/html	date:Fri,%2006%20Jun%202025%2009:31:08%20GMT	https://www.efiletax.in/income-tax-filing-bangalore	C:/Users/devan/OneDrive/Desktop/mywebsite/www.efiletax.in/www.efiletax.in/income-tax-filing-bangalore.html	(from https://www.efiletax.in/itr-filing)
15:01:07	70182/70182	---M-Z	200	added ('OK')	text/html	date:Fri,%2006%20Jun%202025%2009:31:09%20GMT	https://www.efiletax.in/income-tax-filing-hyderabad	C:/Users/devan/OneDrive/Desktop/mywebsite/www.efiletax.in/www.efiletax.in/income-tax-filing-hyderabad.html	(from https://www.efiletax.in/itr-filing)
15:01:08	32262/32262	---M-Z	200	added ('OK')	text/html	date:Fri,%2006%20Jun%202025%2009:31:09%20GMT	https://www.efiletax.in/income-tax-filing	C:/Users/devan/OneDrive/Desktop/mywebsite/www.efiletax.in/www.efiletax.in/income-tax-filing.html	(from https://www.efiletax.in/itr-filing)
15:01:14	24569/24569	---M--	200	added ('OK')	image/jpeg	etag:%225ff9-6655cfd2-79cc3c77916196da;;;%22	https://www.efiletax.in/images/about/about.jpg	C:/Users/devan/OneDrive/Desktop/mywebsite/www.efiletax.in/www.efiletax.in/images/about/about.jpg	(from https://www.efiletax.in/about-us)
15:01:14	22973/22973	---M--	200	added ('OK')	image/jpeg	etag:%2259bd-6655ce57-f1abab02b8c4824c;;;%22	https://www.efiletax.in/images/about/Shaik-Hameed.jpg	C:/Users/devan/OneDrive/Desktop/mywebsite/www.efiletax.in/www.efiletax.in/images/about/Shaik-Hameed.jpg	(from https://www.efiletax.in/about-us)
15:01:14	29180/29180	---M--	200	added ('OK')	image/jpeg	etag:%2271fc-6655ce57-6e515041ed16a59f;;;%22	https://www.efiletax.in/images/about/Lisha-Agrawal.jpg	C:/Users/devan/OneDrive/Desktop/mywebsite/www.efiletax.in/www.efiletax.in/images/about/Lisha-Agrawal.jpg	(from https://www.efiletax.in/about-us)
15:01:14	29715/29715	---M--	200	added ('OK')	image/jpeg	etag:%227413-6655ce58-39b23e3116ea9c8e;;;%22	https://www.efiletax.in/images/about/Vidhya.jpg	C:/Users/devan/OneDrive/Desktop/mywebsite/www.efiletax.in/www.efiletax.in/images/about/Vidhya.jpg	(from https://www.efiletax.in/about-us)
15:01:15	23218/23218	---M--	200	added ('OK')	image/jpeg	etag:%225ab2-6655ce57-5bc9a542a35619fc;;;%22	https://www.efiletax.in/images/about/Lokitha.jpg	C:/Users/devan/OneDrive/Desktop/mywebsite/www.efiletax.in/www.efiletax.in/images/about/Lokitha.jpg	(from https://www.efiletax.in/about-us)
15:01:15	57912/57912	---M-Z	200	added ('OK')	text/css	etag:%22e238-643996f4-28aa88421d32e189;gz%22	https://www.efiletax.in/plugins/font-awesome/fontawesome.min.css	C:/Users/devan/OneDrive/Desktop/mywebsite/www.efiletax.in/www.efiletax.in/plugins/font-awesome/fontawesome.min.css	(from https://www.efiletax.in/blog/)
15:01:15	867/867	---M-Z	200	added ('OK')	text/css	etag:%22363-643996f4-8241c0e1fd24763f;gz%22	https://www.efiletax.in/plugins/font-awesome/brands.css	C:/Users/devan/OneDrive/Desktop/mywebsite/www.efiletax.in/www.efiletax.in/plugins/font-awesome/brands.css	(from https://www.efiletax.in/blog/)
15:01:15	862/862	---M-Z	200	added ('OK')	text/css	etag:%2235e-643996f4-3d84b0125b1abdee;gz%22	https://www.efiletax.in/plugins/font-awesome/solid.css	C:/Users/devan/OneDrive/Desktop/mywebsite/www.efiletax.in/www.efiletax.in/plugins/font-awesome/solid.css	(from https://www.efiletax.in/blog/)
15:01:15	1024/1024	---M-Z	200	added ('OK')	text/css	etag:%22400-6448b7ed-9ce7092c37e5b066;gz%22	https://www.efiletax.in/blog/wp-content/themes/efiletax/style.css	C:/Users/devan/OneDrive/Desktop/mywebsite/www.efiletax.in/www.efiletax.in/blog/wp-content/themes/efiletax/style.css	(from https://www.efiletax.in/blog/)
15:01:16	116363/116363	---M-Z	200	added ('OK')	text/css	etag:%221c68b-68394f69-ad8f555f68e36399;gz%22	https://www.efiletax.in/blog/wp-includes/css/dist/block-library/style.min.css?ver=6.8.1	C:/Users/devan/OneDrive/Desktop/mywebsite/www.efiletax.in/www.efiletax.in/blog/wp-includes/css/dist/block-library/style.min0899.css	(from https://www.efiletax.in/blog/)
15:01:16	60329/60329	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2006%20Jun%202025%2009:31:18%20GMT	https://www.efiletax.in/blog/index.html	C:/Users/devan/OneDrive/Desktop/mywebsite/www.efiletax.in/www.efiletax.in/blog/index.4a.delayed	(from https://www.efiletax.in/blog/)
15:01:16	74782/74782	---MCZ	200	added ('OK')	text/html	etag:%22160780-1749202278;gz%22	https://www.efiletax.in/blog/page/2/	C:/Users/devan/OneDrive/Desktop/mywebsite/www.efiletax.in/www.efiletax.in/blog/page/2/index.html	(from https://www.efiletax.in/blog/)
15:01:17	60329/60329	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2006%20Jun%202025%2009:31:18%20GMT	https://www.efiletax.in/blog/blog.html	C:/Users/devan/OneDrive/Desktop/mywebsite/www.efiletax.in/www.efiletax.in/blog/blog.html	(from https://www.efiletax.in/blog/)
15:01:17	74743/74743	---M-Z	200	added ('OK')	application/x-javascript	etag:%22123f7-683e712d-978dbad07e0c75a0;gz%22	https://www.efiletax.in/blog/wp-content/plugins/google-site-kit/dist/assets/js/googlesitekit-consent-mode-8917f4bdb6ac659920cf.js	C:/Users/devan/OneDrive/Desktop/mywebsite/www.efiletax.in/www.efiletax.in/blog/wp-content/plugins/google-site-kit/dist/assets/js/googlesitekit-consent-mode-8917f4bdb6ac659920cf.js	(from https://www.efiletax.in/blog/)
15:01:18	71203/71203	---M-Z	200	added ('OK')	text/html	etag:%22160783-1749202279;gz%22	https://www.efiletax.in/blog/12-gst-rate-was-always-temporary-what-it-means-now/	C:/Users/devan/OneDrive/Desktop/mywebsite/www.efiletax.in/www.efiletax.in/blog/12-gst-rate-was-always-temporary-what-it-means-now/index.html	(from https://www.efiletax.in/blog/)
15:01:18	15046/15046	---MCZ	-1	error ('Error%20when%20decompressing')	text/html	etag:%22160781-1749202279;gz%22	https://www.efiletax.in/blog/itat-relief-to-ima-kerala-in-%e2%82%b91-81-cr-income-tax-dispute/	C:/Users/devan/OneDrive/Desktop/mywebsite/www.efiletax.in/www.efiletax.in/blog/itat-relief-to-ima-kerala-in-%e2%82%b91-81-cr-income-tax-dispute/index.html	(from https://www.efiletax.in/blog/)
15:01:18	70696/70696	---M-Z	200	added ('OK')	text/html	etag:%22160784-1749202280;gz%22	https://www.efiletax.in/blog/sez-rules-2025-boost-for-semiconductor-units-land-use-norms/	C:/Users/devan/OneDrive/Desktop/mywebsite/www.efiletax.in/www.efiletax.in/blog/sez-rules-2025-boost-for-semiconductor-units-land-use-norms/index.html	(from https://www.efiletax.in/blog/)
15:01:19	71849/71849	---MCZ	200	added ('OK')	text/html	etag:%22160782-1749202279;gz%22	https://www.efiletax.in/blog/fake-bombay-hc-order-scam-tax-implications-of-legal-fraud-cases/	C:/Users/devan/OneDrive/Desktop/mywebsite/www.efiletax.in/www.efiletax.in/blog/fake-bombay-hc-order-scam-tax-implications-of-legal-fraud-cases/index.html	(from https://www.efiletax.in/blog/)
15:01:19	71170/71170	---M-Z	200	added ('OK')	text/html	etag:%22160785-1749202280;gz%22	https://www.efiletax.in/blog/india-bhutan-food-safety-agreement-key-tax-compliance-impact/	C:/Users/devan/OneDrive/Desktop/mywebsite/www.efiletax.in/www.efiletax.in/blog/india-bhutan-food-safety-agreement-key-tax-compliance-impact/index.html	(from https://www.efiletax.in/blog/)
15:01:19	14925/14925	---M-Z	-1	error ('Error%20when%20decompressing')	text/html	etag:%22160786-1749202280;gz%22	https://www.efiletax.in/blog/%e2%82%b9800-crore-gst-scam-in-jamshedpur-ed-crackdown-explained/	C:/Users/devan/OneDrive/Desktop/mywebsite/www.efiletax.in/www.efiletax.in/blog/%e2%82%b9800-crore-gst-scam-in-jamshedpur-ed-crackdown-explained/index.html	(from https://www.efiletax.in/blog/)
